HR;Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
bljuvanje;0;0;0;0;1;0;0;0;0;0
izbljuvati;0;0;0;0;1;0;0;0;0;0
pljuvati;0;0;0;0;1;0;0;0;0;0
povra?ati;0;0;0;0;1;0;0;0;0;0
ispljunuti;0;0;0;0;1;0;0;0;0;0
rigati;0;0;0;0;1;0;0;0;0;0
povratiti;0;0;0;0;1;0;0;0;0;0
draž;1;0;0;0;0;0;0;0;0;0
pauk;0;0;0;0;1;1;0;0;0;0
šiljak;0;0;0;0;0;1;0;0;0;0
ki?ma;1;1;1;0;0;0;0;0;0;0
kralježnica;1;1;1;0;0;0;0;0;0;0
usidjelica;0;1;0;0;0;1;0;1;0;0
duša;1;0;0;0;0;0;0;0;0;0
duhovi;1;0;0;1;0;0;1;0;1;0
pljunuti;0;0;0;0;1;0;0;0;0;0
inat;0;1;1;0;0;0;0;0;0;0
pakostan;0;1;1;0;0;0;0;0;0;0
zlurad;0;1;1;0;0;0;0;0;0;0
inatljiv;0;1;1;0;0;0;0;0;0;0
poprskati;0;0;0;0;0;0;0;0;1;0
sjajan;1;0;0;0;0;0;1;0;1;0
odli?an;1;0;0;0;0;0;1;0;1;0
izvrstan;1;0;0;0;0;0;1;0;1;0
sjaj;1;0;0;1;0;0;1;0;1;0
špranja;0;1;0;0;0;0;0;0;0;0
raskol;0;1;0;0;0;0;0;0;0;0
raskoliti;0;1;0;0;0;0;0;0;0;0
prekid;0;1;0;0;0;0;0;0;0;0
prekinuti;0;1;0;0;0;0;0;0;0;0
cijepanje;0;1;0;0;0;0;0;1;0;0
pokvariti;0;1;0;0;1;0;0;0;0;0
razmaziti;0;1;0;0;1;0;0;0;0;0
spojler;0;1;0;0;0;0;0;1;0;0
žbica;0;1;0;0;0;0;0;0;0;0
govornik;0;0;0;0;0;0;0;0;0;1
izmusti;0;1;0;0;0;0;0;0;0;0
pokrovitelj;1;0;0;0;0;0;0;0;0;1
prestrašiti;0;1;0;0;0;1;0;0;0;0
sablast;0;1;0;0;0;1;0;0;0;0
besprijekoran;1;0;0;0;0;0;0;0;0;1
suprug;1;0;0;0;0;0;1;0;0;1
uganuti;0;1;0;0;0;0;0;1;0;0
uganu?e;0;1;0;0;0;0;0;1;0;0
iš?ašiti;0;1;0;0;0;0;0;1;0;0
pijanka;0;1;0;0;0;0;0;0;0;0
prikaza;0;1;0;0;0;1;0;0;0;0
dotjerati;1;0;0;0;0;0;0;0;0;0
mamuza;0;0;0;0;0;1;0;0;0;0
lažan;0;1;0;0;1;0;0;0;0;0
patvoren;0;1;0;0;1;0;0;0;0;0
podmetnut;0;1;0;0;1;0;0;0;0;0
vrištati;0;1;0;0;0;1;0;1;0;0
skitnica;0;1;0;0;0;0;0;0;0;0
besku?nik;0;1;0;0;0;0;0;0;0;0
gadljiv;0;1;0;0;1;1;0;0;0;0
zatrti;0;1;1;0;1;0;0;0;0;0
gr?iti se;0;1;0;0;1;0;0;0;0;0
previjati se;0;1;0;0;1;0;0;0;0;0
ubosti;0;1;1;0;0;1;0;1;1;0
ubod;0;1;1;0;0;1;0;1;1;0
stabilan;1;0;0;0;0;0;0;0;0;1
stakato;1;0;0;0;0;0;0;0;0;0
staccato;1;0;0;0;0;0;0;0;0;0
ljuljati se;0;0;0;0;0;0;0;0;1;0
klimav;0;1;0;0;0;0;0;0;0;0
kolebljiv;0;1;0;0;0;0;0;0;0;0
nepostojan;0;1;0;0;0;0;0;0;0;0
ustajao;0;1;0;0;0;0;0;1;0;0
mrlja;0;1;0;0;1;0;0;0;0;0
umrljati;0;1;0;0;1;0;0;0;0;0
nehr?aju?i;1;0;0;0;0;0;0;0;0;0
besprijekoran;1;0;0;0;0;0;0;0;0;0
ustajao;0;1;0;0;0;0;0;0;0;0
pat;0;0;1;0;1;0;0;0;0;0
uhoditi;0;1;0;0;0;1;0;0;0;0
kiosk;0;0;0;0;1;0;0;0;0;0
šator;0;0;0;0;1;0;0;0;0;0
štand;0;0;0;0;1;0;0;0;0;0
pastuh;1;0;0;0;0;0;0;0;0;0
pouzdan;1;0;0;0;0;0;0;0;0;0
izdržljivost;1;0;0;0;0;0;0;0;0;1
ugled;1;0;0;0;0;0;0;0;0;0
zastoj;0;1;1;0;0;1;0;0;0;0
zastoj;0;1;1;0;0;0;0;0;0;0
zvijezda;1;0;0;1;0;0;1;0;0;1
buljenje;0;1;0;0;0;0;0;0;0;0
zurenje;0;1;0;0;0;0;0;0;0;0
surov;0;1;0;0;0;0;0;0;0;1
strog;0;1;0;0;0;0;0;0;0;1
zvjezdani;1;0;0;0;0;0;0;0;0;0
zvjezdani;1;0;0;1;0;0;1;0;0;0
po?etak;0;0;0;1;0;0;0;0;0;0
po?eti;0;0;0;1;0;0;0;0;0;0
uplašiti;0;1;0;0;0;1;0;0;1;0
preplašiti;0;1;0;0;0;1;0;0;1;0
prepasti;0;1;0;0;0;1;0;0;1;0
zaprepastiti;0;1;0;0;0;1;0;0;1;0
nagao;0;0;0;0;0;0;0;0;1;0
gladovanje;0;1;0;0;0;1;0;1;0;0
izgladnjen;0;1;0;0;0;0;0;0;0;0
gladan;0;1;0;0;0;0;0;0;0;0
veli?anstven;1;0;0;0;0;0;0;0;0;0
dostojanstven;1;0;0;0;0;0;0;0;0;0
izjava;1;0;0;0;0;0;0;0;0;1
nepokretan;0;1;0;0;0;0;0;0;0;0
nepomi?an;0;1;0;0;0;0;0;0;0;0
statisti?ki;0;0;0;0;0;0;0;0;0;1
kip;1;0;0;0;0;0;0;0;0;0
zna?aj;1;0;0;0;0;0;0;0;0;0
odan;1;0;0;0;0;0;0;0;0;0
postojan;1;0;0;0;0;0;0;0;0;0
pouzdan;1;0;0;0;0;0;0;0;0;0
razbiti;0;1;0;0;0;0;0;0;0;0
postojan;1;0;0;0;0;0;0;0;0;1
stalan;0;0;0;0;0;0;0;0;1;1
ukrasti;0;1;1;0;0;1;0;1;0;0
kra?a;0;1;0;0;1;1;0;0;0;0
šuljanje;0;0;0;0;0;0;0;0;1;0
potajno;0;0;0;0;0;0;0;0;1;0
kradomice;0;1;0;1;0;1;0;0;1;0
odli?an;1;0;0;0;0;0;0;0;0;0
sjajan;1;0;0;0;0;0;0;0;0;0
stereotip;0;1;0;0;0;0;0;0;0;0
stereotipan;0;1;0;0;0;0;0;0;0;0
sterilan;0;1;0;0;0;0;0;1;0;0
sterilnost;0;1;0;0;0;0;0;0;0;0
funta;1;1;1;1;0;0;1;0;0;1
strog;0;1;0;0;0;0;0;0;0;0
surov;0;1;0;0;0;0;0;0;0;0
upravitelj;1;0;0;0;0;0;0;0;0;1
ljepljiv;0;0;0;0;1;0;0;0;0;0
uko?en;0;1;0;0;0;0;0;0;0;0
uko?enost;0;1;0;0;0;0;0;0;0;0
gušiti;0;1;0;0;0;0;0;0;0;0
ugušen;0;1;1;0;0;1;0;1;0;0
stigma;0;1;1;0;1;1;0;1;0;0
mrtvoro?en;0;1;0;0;0;0;0;1;0;0
mirno?a;1;0;0;0;0;1;0;1;0;0
ubosti;0;1;1;0;0;1;0;0;0;0
žare?i;0;1;0;0;0;0;0;0;0;0
bockaju?i;0;1;0;0;0;0;0;0;0;0
škrt;0;1;1;0;1;1;0;1;0;0
smrad;0;1;0;0;1;0;0;0;0;0
smrdjeti;0;1;0;0;1;0;0;0;0;0
smrdljiv;0;1;0;0;1;0;0;0;0;0
ograni?enje;0;1;0;0;0;1;0;1;0;0
ograni?iti;0;1;0;0;0;1;0;1;0;0
škrtariti;0;1;0;0;0;1;0;1;0;0
dionice;0;1;0;0;0;0;0;0;0;0
ukraden;0;1;1;0;0;0;0;0;0;0
trbuh;0;0;0;0;1;0;0;0;0;0
kamen;0;1;1;0;0;0;0;0;0;0
napušen;0;1;0;0;0;0;0;0;0;0
drogiran;0;1;0;0;0;0;0;0;0;0
izmet;0;1;0;0;1;0;0;0;0;0
drek;0;1;0;0;1;0;0;0;0;0
govno;0;1;0;0;1;0;0;0;0;0
obustava;0;1;0;0;0;0;0;0;0;0
?uvati;1;0;0;1;0;0;0;0;0;0
oluja;0;1;1;0;0;0;0;0;0;0
jurišati;0;1;1;0;0;0;0;0;0;0
bjesnjeti;0;1;1;0;0;0;0;0;0;0
divljati;0;1;1;0;0;0;0;0;0;0
jurišanje;0;0;1;0;0;0;0;0;0;0
bješnjenje;0;0;1;0;0;0;0;0;0;0
olujan;0;1;0;0;0;1;0;0;0;0
iskren;1;0;0;0;0;0;0;0;0;1
pošten;1;0;0;0;0;0;0;0;0;1
izravan;1;0;0;0;0;0;0;0;0;1
usiljen;0;1;1;0;0;0;0;0;0;0
škripac;0;1;0;0;0;1;0;0;0;0
nasukan;0;1;0;0;0;0;0;0;0;0
stranac;0;1;0;0;0;1;0;0;0;0
daviti;0;1;1;0;1;1;0;1;1;0
strateški;1;0;0;0;0;0;0;0;0;0
strateg;1;0;0;1;0;0;0;0;0;1
zalutao;0;1;0;0;0;0;0;0;0;0
snaga;1;0;0;0;0;0;0;0;0;1
oja?ati;1;0;0;0;0;0;0;0;0;0
okrijepiti;1;0;0;0;0;0;0;0;0;0
ja?anje;1;0;0;0;0;0;1;0;0;1
stres;0;1;0;0;0;0;0;0;0;0
nosila;0;0;0;0;0;1;0;1;0;0
pogo?en;0;0;0;0;0;0;0;1;0;0
sva?a;0;1;1;0;0;0;0;0;0;0
sukob;0;1;1;0;0;0;0;0;0;0
razdor;0;1;1;0;0;0;0;0;0;0
udariti;0;1;1;0;0;0;0;0;0;0
napasti;0;1;1;0;0;0;0;0;0;0
izvanredan;1;0;0;0;0;0;0;0;0;0
izvanredno;1;0;0;0;0;0;0;0;0;0
oplja?kati;0;1;0;0;0;0;0;1;0;0
skinuti;0;1;0;0;0;0;0;1;0;0
oderati;0;1;0;0;0;0;0;1;0;0
bi?evati;0;1;0;0;0;0;0;0;0;0
oguljen;0;1;1;1;1;1;0;1;0;0
težiti;0;0;0;1;0;0;0;0;0;0
udar;0;1;0;0;0;1;0;1;0;0
snažno;1;0;0;0;0;0;0;0;0;0
strukturalan;0;0;0;0;0;0;0;0;0;1
strukturni;0;0;0;0;0;0;0;0;0;1
struktura;1;0;0;0;0;0;0;0;0;1
borba;0;1;1;0;0;1;0;1;0;0
razmetati se;0;1;0;0;0;0;0;0;0;0
šepuriti se;0;1;0;0;0;0;0;0;0;0
pastuh;1;0;0;0;0;0;0;0;0;0
u?iti;1;0;0;0;0;0;0;0;0;0
zagušljiv;0;1;0;0;0;0;0;0;0;0
posrnuti;0;1;0;0;0;0;0;0;0;0
ošamu?en;0;1;0;0;0;1;0;0;1;0
zate?en;0;1;0;0;0;1;0;0;1;0
zakržljao;0;1;0;0;0;0;0;0;0;0
glup;0;1;0;0;0;0;0;0;0;0
glupost;0;1;0;0;0;0;0;0;0;0
uko?enost;0;1;0;0;0;0;0;0;0;0
ošamu?enost;0;1;0;0;0;0;0;0;0;0
omama;0;1;0;0;0;0;0;0;0;0
mrtvilo;0;1;0;0;0;0;0;0;0;0
otupjelost;0;1;0;0;0;0;0;0;0;0
dugotrajan;1;0;0;0;0;0;0;0;0;0
svinjac;0;1;0;0;1;0;0;0;0;0
obuzdati;0;1;0;0;0;0;0;0;0;0
pokoriti;0;1;0;0;0;0;0;0;0;0
odmah;0;0;0;0;0;0;0;0;1;0
podrediti;0;1;0;0;0;0;0;0;0;0
pokoriti;0;1;0;0;0;0;0;0;0;0
podre?en;0;1;0;0;0;0;0;0;0;0
pod?initi;0;1;0;0;0;0;0;0;0;0
podre?en;0;1;0;0;0;0;0;1;0;0
pokoren;0;1;0;0;0;0;0;1;0;0
pod?injen;0;1;0;0;0;0;0;1;0;0
pod?injenje;0;1;0;0;0;0;0;0;0;0
podre?ivanje;0;1;0;0;0;0;0;0;0;0
pokoravanje;0;1;1;0;1;1;0;1;0;0
sublimacija;1;0;0;0;0;0;1;0;0;0
predo?iti;0;0;0;1;0;0;0;0;0;0
izložiti;0;0;0;1;0;0;0;0;0;0
podre?en;0;1;0;0;0;1;0;0;0;0
sudski poziv;0;1;0;0;0;0;0;0;0;0
pretplatiti se;0;0;0;1;0;0;0;0;0;0
taloženje;0;1;0;0;0;0;0;1;0;0
subvencija;0;1;1;0;1;0;0;0;0;0
preživljavati;0;1;0;0;0;0;0;0;0;0
smisao;1;0;0;0;0;0;0;0;0;0
bit;1;0;0;0;0;0;0;0;0;0
potvrditi;0;0;0;0;0;0;0;0;0;1
samostalan;1;0;0;0;0;0;0;0;0;0
nezavisan;1;0;0;0;0;0;0;0;0;0
oduzeti;0;1;0;0;0;0;0;0;0;0
subverzija;0;1;1;0;0;1;0;0;0;0
subverzivan;0;1;1;0;0;0;0;0;1;0
potkopati;0;1;0;0;1;1;0;1;0;0
podrivati;0;1;0;0;1;1;0;1;0;0
uspjeti;1;0;0;1;0;0;1;0;1;1
uspješnost;1;0;0;1;0;0;1;0;0;1
uspjeh;1;0;0;1;0;0;1;0;0;0
uspješan;1;0;0;1;0;0;1;0;0;1
sažet;1;0;0;0;0;0;0;0;0;0
so?an;1;1;0;0;0;0;0;0;0;0
podle?i;0;1;0;0;0;0;0;0;0;0
sranje;0;1;0;0;0;0;0;0;0;0
naiv?ina;0;1;1;0;0;0;0;0;0;0
pušioni?ar;0;1;1;0;0;0;0;0;0;0
iznenadan;0;0;0;0;0;0;0;0;1;0
iznenada;0;0;0;0;0;0;0;0;1;0
najednom;0;0;0;0;0;0;0;0;1;0
nenadan;0;0;0;0;0;0;0;0;1;0
iznenada;0;0;0;0;0;0;0;0;1;0
tužiti;0;1;1;0;0;0;0;1;0;0
patiti;0;1;0;0;0;0;0;0;0;0
trpjeti;0;1;0;0;0;0;0;0;0;0
patnik;0;1;0;0;0;1;0;1;0;0
mu?enik;0;1;0;0;0;1;0;1;0;0
patnja;0;1;0;0;1;1;0;1;0;0
dostatnost;1;0;0;0;0;0;0;0;0;0
zagušljiv;0;1;0;0;1;1;0;1;0;0
gušenje;0;1;0;0;1;1;0;1;0;0
ugušenje;0;1;1;0;0;1;0;0;0;0
gušenje;0;1;1;0;0;1;0;0;0;0
še?er;1;0;0;0;0;0;0;0;0;0
predložiti;0;0;0;0;0;0;0;0;0;1
suicidalan;0;1;1;0;1;1;0;1;0;0
samoubojstvo;0;1;1;0;0;1;0;1;0;0
pogodan;1;0;0;0;0;0;0;0;0;0
primjeren;1;0;0;0;0;0;0;0;0;0
sumoran;0;1;1;0;0;0;0;1;0;0
?emeran;0;1;1;0;0;0;0;1;0;0
potišten;0;1;1;0;0;0;0;1;0;0
natmuren;0;1;1;0;0;0;0;1;0;0
sultan;0;0;0;0;0;1;0;0;0;0
senzualan;1;0;0;0;0;0;0;0;0;0
poziv;0;1;0;0;0;0;0;0;0;0
sifon;0;0;0;0;1;0;0;0;0;0
sunce;1;0;0;1;0;0;1;0;1;1
sun?ani sat;0;0;0;1;0;0;0;0;0;1
udubljen;0;1;0;0;1;1;0;1;0;0
potopljen;0;1;0;0;1;1;0;1;0;0
sun?an;1;0;0;1;0;0;1;0;1;0
zalazak sunca;1;0;0;1;0;0;0;0;0;0
sun?ev sjaj;1;0;0;0;0;0;1;0;0;0
divan;1;0;0;0;0;0;0;0;0;0
sjajan;1;0;0;0;0;0;0;0;0;0
krasan;1;0;0;0;0;0;0;0;0;0
veli?anstven;1;0;0;0;0;0;0;0;0;0
površan;0;1;0;0;0;0;0;0;0;0
prekomjeran;0;1;0;0;0;0;0;0;0;0
nadljudski;1;0;0;0;0;0;0;0;0;0
superioran;1;0;0;0;0;0;0;0;0;0
vrhunski;1;0;0;0;0;0;0;0;0;0
superiornost;1;0;0;0;0;0;0;0;0;0
nadre?enost;1;0;0;0;0;0;0;0;0;0
nad?ovjek;1;0;0;0;0;0;1;0;0;1
superzvijezda;1;0;0;0;0;0;1;0;0;1
praznovjerje;1;1;0;0;0;1;0;0;0;0
praznovjeran;0;1;0;1;0;1;0;0;0;0
molba;1;0;0;0;0;0;0;0;0;1
pribor;1;0;0;0;0;0;0;0;0;0
opskrba;1;0;0;0;0;0;0;0;0;0
podržan;1;0;0;0;0;0;0;0;0;0
navija?;1;0;0;0;0;0;1;0;0;1
podrška;1;0;0;0;0;0;0;0;0;1
ugušiti;0;1;1;0;0;1;0;1;0;0
potisnuti;0;1;1;0;0;1;0;1;0;0
potiskivanje;0;1;1;0;1;1;0;0;0;0
zatiranje;0;1;1;0;1;1;0;0;0;0
nadmo?;1;1;1;1;0;1;1;0;1;1
prevlast;1;1;1;1;0;1;1;0;1;1
vrhovni;1;0;0;0;0;0;0;0;0;0
uzvišeno;1;0;0;0;0;0;0;0;0;0
preopteretiti;0;1;1;0;0;0;0;0;0;0
preoptere?enje;0;1;1;0;0;0;0;0;0;0
garancija;1;0;0;0;0;0;0;0;0;1
jamstvo;1;0;0;0;0;0;0;0;0;1
sigurnost;1;0;0;0;0;0;0;0;0;1
val;0;0;0;0;0;0;0;0;1;0
kirurgija;0;0;0;0;0;1;0;1;0;0
osoran;0;1;1;0;1;0;0;0;0;0
grub;0;1;1;0;1;0;0;0;0;0
mrzovoljan;0;1;1;0;1;0;0;0;0;0
pretpostaviti;1;0;0;0;0;0;0;0;0;0
izvanredan;1;0;0;0;0;0;0;0;0;0
nenadmašiv;1;0;0;0;0;0;0;0;0;0
neusporediv;1;0;0;0;0;0;0;0;0;0
iznena?enje;1;0;0;0;0;1;1;0;1;0
iznena?en;0;0;0;0;0;0;0;0;1;0
iznena?uju?i;0;0;0;0;0;0;0;0;1;0
iznena?uju?i;0;0;0;1;0;0;0;0;1;0
predati se;0;1;0;0;0;1;0;1;0;0
pokoriti se;0;1;0;0;0;1;0;1;0;0
pokoravanje;0;1;0;0;0;0;0;1;0;0
surogat;0;0;0;0;0;0;0;0;0;1
nadomjestak;0;0;0;0;0;0;0;0;0;1
okružiti;1;1;0;1;0;0;0;0;0;0
nadzor;0;0;0;0;0;1;0;0;0;0
pra?enje;0;0;0;0;0;1;0;0;0;0
istraživanje;1;0;0;0;0;0;0;0;0;0
preživjeti;1;0;0;0;0;0;0;0;0;0
opstati;1;0;0;0;0;0;0;0;0;0
podložan;0;1;0;0;0;0;0;0;0;0
sumnjiv;0;1;0;0;0;1;0;0;0;0
sumnjati;0;1;0;0;0;1;0;0;0;0
napetost;0;0;0;1;0;1;0;0;1;0
prekid;0;1;0;0;0;1;0;0;0;0
sumnja;0;1;0;0;0;1;0;0;0;0
sumnjiv;0;1;1;1;0;0;0;0;0;0
bris;0;1;0;0;0;0;0;0;0;0
mo?vara;0;1;0;0;1;1;0;0;0;0
mo?varan;0;1;0;0;1;1;0;0;0;0
roj;0;0;0;0;1;0;0;0;0;0
svastika;0;1;1;0;0;1;0;0;0;0
prise?i;1;0;0;0;0;0;0;0;0;1
prisegnuti;1;0;0;0;0;0;0;0;0;1
znoj;0;0;0;0;0;1;0;0;0;0
znojiti se;0;0;0;0;0;1;0;0;0;0
slatko;1;0;0;1;0;0;1;0;1;1
sladak;1;0;0;1;0;0;1;0;1;1
duša;1;0;0;1;0;0;1;1;0;1
srce;1;0;0;1;0;0;1;1;0;1
duša;1;0;0;0;0;0;0;0;0;0
srce;1;0;0;0;0;0;0;0;0;0
slatko?a;1;0;0;0;0;0;0;0;0;0
slatkiši;1;0;0;1;0;0;1;0;0;0
oteklina;0;1;0;0;0;1;0;0;0;0
skretanje;0;0;0;0;0;1;0;0;1;0
zaokret;0;0;0;0;0;1;0;0;1;0
okretan;1;0;0;0;0;0;0;0;0;0
iskapiti;0;1;0;0;1;0;0;0;0;0
plivati;1;0;0;1;0;1;1;0;0;0
svinja;0;1;0;0;1;0;0;0;0;0
nate?en;0;1;0;0;0;0;0;0;0;0
simboli?an;1;0;0;0;0;0;0;0;0;0
simetri?an;1;0;0;0;0;0;0;0;0;0
simetrija;1;0;0;0;0;0;1;0;0;1
suosje?ajan;1;0;0;0;0;1;1;1;0;1
suosje?ati;0;0;0;0;0;0;0;1;0;0
simpatija;1;0;0;0;0;0;0;1;0;0
simfonija;1;0;0;1;0;0;1;0;0;0
simptom;0;1;0;0;0;0;0;0;0;0
sinkronizirati;1;0;0;1;0;0;1;0;1;1
sinkopa;0;1;0;0;0;1;0;1;1;0
sinergisti?ki;1;0;0;0;0;0;0;0;0;1
sinergijski;1;0;0;0;0;0;0;0;0;1
sinoda;1;0;0;0;0;0;0;0;0;1
istozna?an;1;1;0;0;0;1;0;0;0;1
šprica;0;0;0;0;0;1;0;0;0;0
štrcaljka;0;0;0;0;0;1;0;0;0;0
ubrizgati;0;0;0;0;0;1;0;0;0;0
sistem;0;0;0;0;0;0;0;0;0;1
sustav;0;0;0;0;0;0;0;0;0;1
tabu;0;1;0;0;1;1;0;0;0;0
tabulirati;0;0;0;1;0;0;0;0;0;0
oboriti;0;0;1;0;0;0;0;0;1;0
takt;1;0;0;0;0;0;0;0;0;0
taktika;0;0;0;0;0;1;0;0;0;1
pokvariti;0;1;0;0;0;0;0;1;0;0
kontaminirati;0;1;0;0;0;0;0;1;0;0
zaraziti;0;1;0;0;0;0;0;1;0;0
pri?a;1;0;0;0;0;0;0;0;0;0
talent;1;0;0;0;0;0;0;0;0;0
nadarenost;1;0;0;0;0;0;0;0;0;0
talisman;1;0;0;0;0;0;0;0;0;0
razgovor;1;0;0;0;0;0;0;0;0;0
kandža;0;1;1;0;0;1;0;0;0;0
pandža;0;1;1;0;0;1;0;0;0;0
tandem;0;0;0;0;0;0;0;0;0;1
zamršen;0;1;0;0;0;0;0;0;0;0
zapetljan;0;1;0;0;0;0;0;0;0;0
preplanuo;1;0;0;0;0;0;0;0;0;0
primamljiv;1;1;0;1;0;0;1;0;1;0
ekvivalentan;0;0;0;0;0;0;0;0;0;1
tromost;0;1;0;0;0;0;0;0;0;0
kašnjenje;0;1;0;0;0;0;0;0;0;0
zakašnjeli;0;1;0;0;0;0;0;0;0;0
tarifa;0;1;1;0;1;0;0;0;0;0
carina;0;1;1;0;1;0;0;0;0;0
okaljati;0;1;0;0;1;0;0;1;0;0
ocrniti;0;1;0;0;1;0;0;1;0;0
blatiti;0;1;0;0;1;0;0;1;0;0
odugovla?iti;0;1;0;0;0;0;0;0;0;0
dangubiti;0;1;0;0;0;0;0;0;0;0
zadatak;1;0;0;0;0;0;0;0;0;0
ukusan;1;0;0;0;0;0;0;0;0;0
elegantan;1;0;0;0;0;0;0;0;0;0
neukusan;0;1;0;0;1;0;0;0;0;0
ukusan;1;0;0;0;0;0;0;0;0;0
nau?en;0;0;0;0;0;0;0;0;0;1
ruganje;0;1;1;0;0;1;0;1;0;0
izazivati;0;1;1;0;0;1;0;1;0;0
rugati se;0;1;1;0;0;1;0;1;0;0
podrugivati se;0;1;1;0;0;1;0;1;0;0
podsmjeh;0;1;1;0;0;1;0;1;0;0
zadirkivati;0;1;1;0;0;1;0;1;0;0
žutosme?;0;0;0;0;1;0;0;0;0;0
porez;0;1;0;0;0;0;0;1;0;0
u?iti;1;0;0;0;0;0;1;0;1;1
u?itelj;1;0;0;0;0;0;0;0;0;1
nastavnik;1;0;0;0;0;0;0;0;0;1
profesor;1;0;0;0;0;0;0;0;0;1
tim;0;0;0;0;0;0;0;0;0;1
ekipa;0;0;0;0;0;0;0;0;0;1
uplakan;0;0;0;0;1;1;0;1;0;0
zafrkavati;0;1;1;1;0;0;0;1;0;0
zadirkivanje;0;1;1;0;0;1;0;0;0;0
tehnologija;1;0;0;0;0;0;0;0;0;0
dosadan;0;1;0;0;0;0;0;0;0;0
dosada;0;1;0;0;0;0;0;0;0;0
pun;0;0;0;0;1;0;0;0;0;0
tinejdžer;1;1;0;0;0;0;0;0;0;0
adolescent;1;1;0;0;0;0;0;0;0;0
umjerenost;1;0;0;0;0;0;0;0;0;0
umjeren;0;0;0;0;0;0;0;0;0;1
smekšan;1;0;0;0;0;0;0;0;0;0
oluja;0;1;1;1;0;1;0;1;1;0
iskušenje;0;1;0;0;0;0;0;0;0;0
održiv;1;0;0;0;0;0;0;0;0;0
uporan;1;0;0;0;0;0;0;0;0;0
ustrajnost;1;0;0;0;0;0;0;0;0;0
zakup;1;0;0;0;0;0;0;0;0;0
najam;1;0;0;0;0;0;0;0;0;0
stanar;1;0;0;0;0;0;0;0;0;0
nježan;1;0;0;0;0;0;1;0;0;1
nježnost;1;0;0;0;0;0;1;0;0;0
stan;0;1;0;0;0;0;0;0;0;0
posjed;0;1;0;0;0;0;0;0;0;0
napetost;0;0;1;0;0;0;0;0;0;0
neizlje?iv;0;1;0;0;0;1;0;1;0;0
okon?ati;0;0;0;0;0;0;0;1;0;0
prekid;0;1;0;0;0;0;0;1;0;0
raskid;0;1;0;0;0;0;0;1;0;0
termit;0;1;0;0;1;0;0;0;0;0
užasan;0;1;1;0;1;1;0;1;0;0
grozan;0;1;1;0;1;1;0;1;0;0
užasno;0;0;0;0;0;0;0;1;0;0
grozno;0;0;0;0;0;0;0;1;0;0
nevjerojatan;0;0;0;0;0;0;0;1;0;0
teror;0;1;0;0;0;1;0;0;0;0
užas;0;1;0;0;0;1;0;0;0;0
strava;0;1;0;0;0;1;0;0;0;0
jeza;0;1;0;0;0;1;0;0;0;0
terorizam;0;1;1;0;1;1;0;1;0;0
terorist;0;1;1;0;1;1;0;1;1;0
terorizirati;0;1;1;0;0;1;0;1;0;0
zavjet;0;0;0;1;0;0;0;0;0;1
svjedo?anstvo;0;0;0;0;0;0;0;0;0;1
tetanus;0;1;0;0;1;0;0;0;0;0
ograni?iti;0;1;0;0;0;0;0;0;0;0
sputati;0;1;0;0;0;0;0;0;0;0
zahvalan;1;0;0;0;0;0;1;0;0;0
zahvalnost;1;0;0;0;0;0;1;0;0;0
kra?a;0;1;1;0;1;1;0;1;0;0
teizam;0;1;0;0;1;0;0;0;0;0
teokratski;0;1;1;0;0;1;0;1;0;1
teološki;0;0;0;0;0;0;0;0;0;1
teologija;0;0;0;1;0;0;0;0;0;0
teorem;0;0;0;0;0;0;0;0;0;1
teorijski;1;0;0;0;0;0;0;0;0;0
teorija;0;0;0;1;0;0;0;0;0;1
terapeutski;1;0;0;0;0;0;1;0;0;1
terapeutika;1;0;0;0;0;0;0;0;0;0
termoelement;0;0;0;1;0;0;0;0;0;0
termometar;0;0;0;0;0;0;0;0;0;1
lopov;0;1;1;0;1;1;0;1;1;0
mislilac;1;0;0;0;0;0;0;0;0;0
že?;0;0;0;1;0;0;0;1;1;0
žedan;0;1;0;0;0;0;0;0;0;0
trinaesti;0;0;0;0;0;1;0;0;0;0
trn;0;1;0;0;0;0;0;0;0;0
trnovit;0;1;0;0;0;1;0;0;0;0
punokrvan;1;0;0;0;0;0;0;0;0;0
?istokrvan;1;0;0;0;0;0;0;0;0;0
prvoklasan;1;0;0;0;0;0;0;0;0;0
misao;0;0;0;1;0;0;0;0;0;0
pažljiv;1;0;0;0;0;0;0;0;0;1
obziran;1;0;0;0;0;0;0;0;0;1
pažljivost;1;0;0;0;0;0;0;0;0;0
obzirnost;1;0;0;0;0;0;0;0;0;0
nepromišljen;0;1;1;0;1;0;0;0;0;0
mlatiti;0;1;1;0;1;1;0;1;0;0
prijetnja;0;1;1;0;0;1;0;0;0;0
prijetiti;0;1;1;0;0;1;0;0;0;0
ugroziti;0;1;1;1;0;1;0;0;0;0
prijetiti;0;1;1;1;0;1;0;0;0;0
prijete?i;0;1;1;0;1;1;0;0;0;0
mlatiti;0;1;1;0;0;1;0;1;0;0
tu?i;0;1;1;0;0;1;0;1;0;0
isprebijati;0;1;1;0;0;1;0;1;0;0
lemati;0;1;1;0;0;1;0;1;0;0
štedljivost;1;0;0;0;1;0;0;0;0;1
uzbu?enje;1;0;0;1;0;1;1;0;1;0
uzbudljiv;1;0;0;1;0;0;1;0;1;0
uspješan;1;0;0;1;0;0;1;0;0;0
